id,comment,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,timestamp,version,normalized,svm,phobert,qwen
2025,game bị gay,0,0,0,0,0,0,0,0,0,0,2025-08-23 20:20:53,unknown,game bị lỗi,game bị lỗi,game bị lỗi,game bị lỗi
2026,game ko bt nói j hơn nhưng đừng nên chơi,0,0,0,0,0,0,0,0,0,0,2025-08-12 12:49:48,1.59.1.9,game không biết nói gì hơn nhưng đừng nên chơi,game không_biết nói gì hơn nhưng đừng nên chơi,game không biết nói gì hơn nhưng đừng nên chơi,game không biết nói gì hơn nhưng đừng nên chơi
2027,văng game k vào đc xg trừ uy tính của ng chs hệ thông lm thế đấy văng 2 trận liên tục xg trừ ng chs 16 uy tính thì chs game kiểu gì?,0,0,0,2,2,2,0,0,0,0,2025-08-01 00:03:00,1.59.1.7,văng game không vào được xong trừ uy tín của người chơi hệ thống làm thế đấy văng 2 trận liên tục xong trừ người chơi 16 uy tín thì chơi game kiểu gì?,văng game không_vào được xong trừ uy_tín của người chơi hệ_thống làm thế đấy văng <NUM> trận liên_tục xong trừ người chơi <NUM> uy_tín thì chơi game kiểu gì,văng game không vào được xong trừ uy_tín của người chơi hệ_thống làm thế đấy văng 2 trận liên_tục xong trừ người chơi 16 uy_tín thì chơi game kiểu gì ?,văng game không vào được xong trừ uy tín của người chơi hệ thống làm thế đấy văng 2 trận liên tục xong trừ người chơi 16 uy tín thì chơi game kiểu gì?
2028,"game lag vc,cho dù dùng ip 15prm",0,0,0,2,0,0,0,0,0,0,2025-08-30 20:36:06,1.59.1.10,"game lag vô cùng, cho dù dùng ip 15prm",game lag vô_cùng cho_dù dùng ip 15prm,"game lag vô_cùng , cho_dù dùng ip 15 prm","game lag vô cùng, cho dù dùng ip 15prm"
2029,"trả sinet đây không hiểu sao teambạn Toàn cao thủ cân 5,6 chục thằng ,con team mình feed 5,6 chục mạng (cả rank , cả thường)",0,2,0,0,0,0,0,2,0,0,2025-08-04 08:45:34,1.57.1.8,"trả sinet đây không hiểu sao team bạn toàn cao thủ cân 5,6 chục thằng ,con team mình feed 5,6 chục mạng cả rank , cả thường",trả sinet đây không_hiểu sao team bạn toàn cao_thủ cân <NUM><NUM> chục thằng con team mình feed <NUM><NUM> chục mạng cả rank cả thường,"trả sinet đây không hiểu sao team bạn toàn cao_thủ cân 5,6 chục thằng , con team mình feed 5,6_chục mạng cả rank , cả thường","trả sinet đây không hiểu sao team bạn toàn cao thủ cân 5,6 chục thằng ,con team mình feed 5,6 chục mạng cả rank , cả thường"
2030,"bỏ cái kiểu mà chớt 1 lần là lại tăng tg đi tr ơi, cao nhất tầm 35-40 giây thôi",0,0,0,0,2,0,0,0,0,0,2025-08-02 11:27:23,1.59.1.7,"bỏ cái kiểu mà chết 1 lần là lại tăng thời gian đi trời ơi, cao nhất tầm 35 40 giây thôi",bỏ cái kiểu mà chết <NUM> lần là lại tăng thời_gian đi trời_ơi cao nhất tầm <NUM> <NUM> giây thôi,"bỏ cái kiểu mà chết 1 lần là lại tăng thời_gian đi trời_ơi , cao nhất tầm 35 40 giây thôi","bỏ cái kiểu mà chết 1 lần là lại tăng thời gian đi trời ơi, cao nhất tầm 35 40 giây thôi"
2031,game chx bao h lắng nghe những phản hồi của ng chs game lag văng game liên tục thì ô sửa đâu trừ uy tín liên tục,0,0,0,2,2,2,0,0,0,0,2025-08-06 13:24:16,1.59.1.9,game chưa bao giờ lắng nghe những phản hồi của người chơi game lag văng game liên tục thì không sửa đâu trừ uy tín liên tục,game chưa_bao_giờ lắng_nghe những phản_hồi của người chơi game lag văng game liên_tục thì không_sửa đâu trừ uy_tín liên_tục,game chưa bao_giờ lắng_nghe những phản_hồi của người chơi game lag văng game liên_tục thì không sửa đâu_trừ uy_tín liên_tục,game chưa bao giờ lắng nghe những phản hồi của người chơi game lag văng game liên tục thì không sửa đâu trừ uy tín liên tục
2032,game toàn gặp các cháu chouw game phá ác,0,0,0,0,0,0,0,2,0,0,2025-08-23 20:12:16,1.58.1.2,game toàn gặp các cháu chơi game phá tài khoản,game toàn gặp các cháu chơi game phá tài_khoản,game toàn gặp các cháu chơi game_phá tài_khoản,game toàn gặp các cháu chơi game phá tài khoản
2033,"game tệ vcl ra, khuyến khích ae l nên chơi",0,0,0,0,0,0,0,0,0,0,2025-08-31 22:33:36,1.59.1.9,"game tệ vô cùng ra, khuyến khích anh em không nên chơi",game tệ vô_cùng ra khuyến_khích anh_em không_nên chơi,"game tệ vô_cùng ra , khuyến_khích anh_em không nên chơi","game tệ vô cùng ra, khuyến khích anh em không nên chơi"
2034,Leo rank bình thường mà gặp ép win vs buff bẩn 2025 r mà vẫn có tình trạng này mong nhà phát hành xem xét,0,2,0,2,0,1,0,2,0,0,2025-08-24 12:55:00,1.59.1.10,leo rank bình thường mà gặp ép win với buff bẩn 2025 rồi mà vẫn có tình trạng này mong nhà phát hành xem xét,leo rank bình_thường mà gặp ép win với buff bẩn <NUM> rồi mà vẫn có tình_trạng này mong nhà phát_hành xem_xét,leo rank bình_thường mà gặp ép win với buff bẩn 2025 rồi mà vẫn có tình_trạng này mong nhà phát_hành xem_xét,leo rank bình thường mà gặp ép win với buff bẩn 2025 rồi mà vẫn có tình trạng này mong nhà phát hành xem xét
2035,Mày bức tao,0,0,0,0,0,0,0,0,0,0,2025-08-11 12:01:08,1.59.1.9,mày bức tao,mày bức tao,mày bức tao,mày bức tao
2036,game icc,0,0,0,0,0,0,0,0,0,0,2025-08-10 09:38:05,unknown,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
2037,"nhiều lúc tố cáo nl gặp toàn cái team ngul liên tục chuỗi trừ uy tín thì thôi rồi, thoát ra vào lại nó cho cái phiếu afk, mạng k ổn định văng game đứng hình wtf",0,0,0,2,2,0,0,2,0,0,2025-08-07 20:52:51,unknown,"nhiều lúc tố cáo người lạ gặp toàn cái team tệ hại liên tục chuỗi trừ uy tín thì thôi rồi, thoát ra vào lại nó cho cái phiếu afk, mạng không ổn định văng game đứng hình vô cùng",nhiều lúc tố_cáo người lạ gặp toàn cái team tệ_hại liên_tục chuỗi trừ uy_tín thì thôi rồi thoát ra vào lại nó cho cái phiếu afk mạng không_ổn_định văng game đứng hình vô_cùng,"nhiều lúc tố_cáo người lạ gặp toàn cái team tệ_hại liên_tục chuỗi_trừ uy_tín thì thôi rồi , thoát ra_vào lại nó cho cái phiếu afk , mạng không ổn_định văng game đứng_hình vô_cùng","nhiều lúc tố cáo người lạ gặp toàn cái team tệ hại liên tục chuỗi trừ uy tín thì thôi rồi, thoát ra vào lại nó cho cái phiếu afk, mạng không ổn định văng game đứng hình vô cùng"
2038,"game feed lại dùm em lỗi ko vào đc game ạ, 7h sáng ko vào đc r nè",0,0,0,2,0,2,0,0,0,0,2025-08-02 07:05:29,1.59.1.9,"game feed lại dùm em lỗi không vào được game ạ, 7h sáng không vào được rồi nè",game feed lại dùm em lỗi không_vào được game ạ 7h sáng không_vào được rồi nè,"game feed lại dùm em lỗi không vào được game ạ , 7 h sáng không vào được rồi nè","game feed lại dùm em lỗi không vào được game ạ, 7h sáng không vào được rồi nè"
2039,"mùa này cơ chế chọn land gân gà vãi.xếp đội có ai chọn đúng land đâu,chọn đã đời vô phá",0,2,0,0,2,0,0,2,0,0,2025-08-19 16:58:08,1.59.1.9,"mùa này cơ chế chọn lane gân gà vô cùng.xếp đội có ai chọn đúng lane đâu,chọn đã đời vô phá",mùa này cơ_chế chọn lane gân gà vô_cùng xếp đội có ai chọn đúng lane đâu chọn đã đời vô phá,"mùa này cơ_chế chọn lane gân gà vô_cùng . xếp đội có ai chọn đúng lane đâu , chọn đã đời vô_phá","mùa này cơ chế chọn lane gân gà vô cùng.xếp đội có ai chọn đúng lane đâu,chọn đã đời vô phá"
2040,"game quá lag,lâu lâu chs thì cứ bị giựt mong game sửa lỗi",0,0,0,2,0,1,0,0,0,0,2025-08-31 22:19:47,1.59.1.9,"game quá lag, lâu lâu chơi thì cứ bị giựt mong game sửa lỗi",game quá lag lâu_lâu chơi thì cứ bị giựt mong game sửa lỗi,"game quá lag , lâu_lâu chơi thì cứ bị giựt mong game sửa lỗi","game quá lag, lâu lâu chơi thì cứ bị giựt mong game sửa lỗi"
2041,ơ la thử 900 skin????,1,0,0,0,0,0,0,0,0,0,2025-08-04 12:44:40,1.59.1.9,ơ là thử 900 skin?,ơ là thử <NUM> skin,ơ là thử 900 skin ?,ơ là thử 900 skin?
2042,tồi,0,0,0,0,0,0,0,0,0,0,2025-08-10 02:35:35,1.59.1.9,tồi,tồi,tồi,tồi
2043,"Chờ vào trận thường xuyên xảy ra lỗi đang kết nối lại trong khi mạng vẫn bình thường, bị liên tục trừ hết uy tín?????",0,0,0,2,2,0,0,0,0,0,2025-08-05 13:01:04,unknown,"chờ vào trận thường xuyên xảy ra lỗi đang kết nối lại trong khi mạng vẫn bình thường, bị liên tục trừ hết uy tín?????",chờ vào trận thường_xuyên xảy ra lỗi đang kết_nối lại trong khi mạng vẫn bình_thường bị liên_tục trừ hết uy_tín,"chờ vào trận thường_xuyên xảy ra lỗi đang kết_nối lại trong khi mạng vẫn bình_thường , bị liên_tục trừ hết uy_tín ? ? ? ? ?","chờ vào trận thường xuyên xảy ra lỗi đang kết nối lại trong khi mạng vẫn bình thường, bị liên tục trừ hết uy tín?????"
2044,tôi vào một ván game không cho tôi chơi xeong đánh mất 2 uy tín lỗi afk đấu 1v1 afk làm j trời ơi cập nhật kiểu gì vậy,0,0,0,2,0,2,0,0,0,0,2025-08-15 20:16:16,1.59.1.9,tôi vào một ván game không cho tôi chơi xong đánh mất 2 uy tín lỗi afk đấu 1v1 afk làm gì trời ơi cập nhật kiểu gì vậy,tôi vào một ván game không_cho tôi chơi xong đánh mất <NUM> uy_tín lỗi afk_đấu 1v1 afk làm gì trời_ơi cập_nhật kiểu gì vậy,tôi vào một ván game không cho tôi chơi xong đánh mất 2 uy_tín lỗi afk đấu 1 v1 afk làm gì trời ơi cập_nhật kiểu gì vậy,tôi vào một ván game không cho tôi chơi xong đánh mất 2 uy tín lỗi afk đấu 1v1 afk làm gì trời ơi cập nhật kiểu gì vậy
2045,"Mình toàn bị ghép cặp với mấy đứa trẻ trâu. Mình thì chat rất bình thường, vậy mà hệ thống báo mình vi phạm, còn tụi nó thì chửi bậy um trời. Đến khi mình báo cáo thì lại hiện “không vi phạm”. Thật sự game này đúng kiểu dấu chấm hỏi to đùng.",0,2,0,0,0,2,0,2,0,0,2025-08-12 20:10:02,unknown,"mình toàn bị ghép cặp với mấy đứa trẻ trâu. mình thì chat rất bình thường, vậy mà hệ thống báo mình vi phạm, còn tụi nó thì chửi bậy um trời. đến khi mình báo cáo thì lại hiện không vi phạm . thật sự game này đúng kiểu dấu chấm hỏi to đùng.",mình toàn bị ghép cặp với mấy đứa trẻ trâu mình thì chat rất bình_thường vậy_mà hệ_thống báo mình vi_phạm còn tụi nó thì chửi bậy um trời đến khi mình báo_cáo thì lại hiện không_vi_phạm thật_sự game này đúng kiểu dấu_chấm_hỏi to_đùng,"mình toàn bị ghép cặp với mấy đứa trẻ trâu . mình thì chat rất bình_thường , vậy_mà hệ_thống báo mình vi_phạm , còn tụi nó thì chửi bậy um_trời . đến khi mình báo_cáo thì lại hiện không vi_phạm . thật_sự game này đúng kiểu dấu_chấm hỏi to_đùng .","mình toàn bị ghép cặp với mấy đứa trẻ trâu. mình thì chat rất bình thường, vậy mà hệ thống báo mình vi phạm, còn tụi nó thì chửi bậy um trời. đến khi mình báo cáo thì lại hiện không vi phạm . thật sự game này đúng kiểu dấu chấm hỏi to đùng."
2046,lâu lâu lại ko vào được trận,0,0,0,2,0,0,0,0,0,0,2025-08-27 19:28:54,1.59.1.9,lâu lâu lại không vào được trận,lâu_lâu lại không_vào được trận,lâu_lâu lại không vào được trận,lâu lâu lại không vào được trận
2047,"game kiểu gì vậy ko biết , cập nhật càng lúc càng lỗi",0,0,0,2,0,2,0,0,0,0,2025-08-02 22:04:28,unknown,"game kiểu gì vậy không biết , cập nhật càng lúc càng lỗi",game kiểu gì vậy không_biết cập_nhật càng lúc càng lỗi,"game kiểu gì vậy không biết , cập_nhật càng lúc càng lỗi","game kiểu gì vậy không biết , cập nhật càng lúc càng lỗi"
2048,"cập nhật toàn tốn dung lượng điện thoại lên đến hơn 10 GB bảo sao toàn lát hơn cả robox, và các con game khác, suốt ngày toàn bị văng ra và trừ uy tín đấu thường khó vào trận đã thế danh sách tải tài nguyên bị lỗi tải sắp xong rồi , phải làm lại từ đầu cay vãi 🤬🤬🤬🤬🤬🤬🤬🤬",0,0,0,2,2,0,0,0,0,0,2025-08-02 13:17:46,1.59.1.7,"cập nhật toàn tốn dung lượng điện thoại lên đến hơn 10 gb bảo sao toàn lag hơn cả robox, và các con game khác, suốt ngày toàn bị văng ra và trừ uy tín đấu thường khó vào trận đã thế danh sách tải tài nguyên bị lỗi tải sắp xong rồi , phải làm lại từ đầu cay vô cùng",cập_nhật toàn tốn dung_lượng điện_thoại lên đến hơn <NUM> gb bảo sao toàn lag hơn cả robox và các con game khác suốt ngày toàn bị văng ra và trừ uy_tín_đấu thường khó vào trận đã thế danh_sách tải tài_nguyên bị lỗi tải sắp xong rồi phải làm lại từ đầu cay vô_cùng,"cập_nhật toàn tốn dung_lượng điện_thoại lên đến hơn 10 gb bảo sao toàn lag hơn cả robox , và các con game khác , suốt ngày toàn bị văng ra và trừ uy_tín_đấu thường khó vào trận đã thế danh_sách tải tài_nguyên bị lỗi_tải sắp xong rồi , phải làm lại từ đầu_cay vô_cùng","cập nhật toàn tốn dung lượng điện thoại lên đến hơn 10 gb bảo sao toàn lag hơn cả robox, và các con game khác, suốt ngày toàn bị văng ra và trừ uy tín đấu thường khó vào trận đã thế danh sách tải tài nguyên bị lỗi tải sắp xong rồi , phải làm lại từ đầu cay vô cùng"
2049,"team afk 2 3 đứa nà vẫn bị trừ sao, không công bằng",0,2,0,0,2,0,0,2,0,0,2025-08-26 18:22:27,unknown,"team afk 2 3 đứa mà vẫn bị trừ sao, không công bằng",team afk <NUM> <NUM> đứa mà vẫn bị trừ sao không_công_bằng,"team afk 2 3 đứa mà vẫn bị trừ sao , không công_bằng","team afk 2 3 đứa mà vẫn bị trừ sao, không công bằng"
